,Headline,Body ID,Stance
349,You're Not Going to Become Weightless on January 4th,1170,unrelated
350,Apple Watch won’t be the digital doctor it could have been,648,unrelated
351,PGA Tour Denies Claim That Tiger Woods Failed A Drug Test,1339,agree
352,"Boko Haram Cease-Fire: Abducted Nigerian Schoolgirls To Be Released, Officials Say",1608,unrelated
353,Tim Cook Reportedly Reveals Apple Watch Waterproofing Has Improved,1461,unrelated
354,Apple May Or May Not Hold An Event On The 24th Of February [Rumor],130,unrelated
355,Jordan king cites Clint Eastwood in revenge vow,682,unrelated
356,The Image That Everyone Is Sharing By 'Banksy' Isn't By Banksy — But It's Awesome,2197,unrelated
357,Tourist wakes to find strange red trail on his stomach - and discovers a spider has burrowed through his appendix scar and crawled UNDER his skin while on holiday in Bali,1708,unrelated
358,"'American bombing had signed my death certificate': Missing US journalist James Wright Foley goes unflinching to his death as ISIS behead him in horrific video, as a warning to Obama",2386,agree
359,Isis militants claim to have killed US journalist James Foley,2047,discuss
360,Penis Spray-Painted on a $2.5 Million Car Was Just for a Prank Video,498,disagree
361,Canada probes Michael Zehaf-Bibeau as possible suspect in Ottawa shooting - source,205,unrelated
362,Dog abandoned at Scottish rail station with suitcase full of belongings  Read more: http://www.ctvnews.ca/world/dog-abandoned-at-scottish-rail-station-with-suitcase-full-of-belongings-1.2175026#ixzz3O9Shc1IO,650,unrelated
363,Senator: Detainees swapped for Bergdahl have contacted militants,1506,unrelated
364,Audio of gunfire in Michael Brown case authenticated by app company,1817,discuss
365,"Islamic State leader's family detained by Lebanon, officials say",651,unrelated
366,"Boko Haram: Kidnapped Girls Have Been Married Off, Truce Never Happened",1821,agree
367,Questions raised over Nicaragua 'meteorite',1731,discuss
368,Samsung is reportedly making a secret new chip in the Apple Watch,1939,unrelated
369,Audio of gunfire in Michael Brown case authenticated by app company,2481,discuss
370,"No, Banksy Didn't Create That 'Charlie Hebdo' Tribute Cartoon, But That Doesn't Mean You Can't Appreciate It",1385,unrelated
371,"Woman detained in Lebanon is not Isis leader’s wife, says Iraq",170,unrelated
372,DNA Tests Confirm Lebanon Is Holding ISIS Leader’s Child,1789,unrelated
373,"Suspected meteorite leaves crater in Managua, is linked to asteroid",1795,unrelated
374,Founding Fathers-Era Time Capsule Found in Boston,851,unrelated
375,Amazon's first brick-and-mortar store said to open in Manhattan,1543,unrelated
376,Nigeria Boko Haram blamed for raids despite truce claim,2272,discuss
377,Al-Shabaab co-founder confirmed killed by US air strike in Somalia,1746,unrelated
378,Priest' claim of seeing God as a woman dismissed as hoax,1521,agree
379,Rajasthan: Angry mob teaches rapist a lesson; chops penis off,280,unrelated
380,Now THAT'S a Royal trip! Alan Titchmarsh finds psychedelic mushroom in the Queen's garden at Buckingham Palace,1184,unrelated
381,"TEXAS TURKEY FARM CONTAMINATED WITH EBOLA, OVER 250,000 HOLIDAY TURKEYS INFECTED",505,unrelated
382,Pentagon: 1 weapons bundle seized by militants,1597,agree
383,Second person rushed to hospital with Ebola symptoms after contact with 'patient zero' Thomas Duncan,662,unrelated
384,CNN Posts Alleged Audio of Michael Brown Shooting,298,unrelated
385,US Lawmaker: Ten ISIS Fighters Have Been Apprehended Coming Across Southern Border (Video),2261,discuss
386,Web of confusion as scientists cast doubt on man's claims that a spider burrowed into his stomach through his SCAR,43,unrelated
387,"""Categorically False"": DHS Debunks Right-Wing Fiction That ISIS Attempted To Cross The U.S.- Mexico Border",1890,agree
388,Report: Tom Brokaw Wants Brian Williams Fired,277,unrelated
389,Rapper identified as James Foley's executioner: reports,626,unrelated
390,American hostage killed in rescue attempt in Yemen - senior official,120,unrelated
391,"North Korea ordered citizens named Kim Jong Un to change their names, says new report",2032,discuss
392,Fence jumper reportedly made it much further into White House than Secret Service said,1840,discuss
393,Bali Awry,1210,unrelated
394,"TEXAS TURKEY FARM CONTAMINATED WITH EBOLA, OVER 250,000 HOLIDAY TURKEYS INFECTED",1658,unrelated
395,It’s About To Get Harder To Be Arrested For Pot Possession In New York City,2372,discuss
396,Met police denies reports of Banksy arrest,2468,agree
397,New iOS 8 bug can delete all of your iCloud documents,2163,unrelated
398,Man who SLAPS people if they sneeze in public being hunted by police,1521,unrelated
399,ISIS Reportedly Beheads American Photojournalist in Iraq,1574,unrelated
400,'The youngest martyr - the cub of al-Baghdadi': ISIS boasts a 10-year-old fighter has been killed as he went into battle with his father in Syria,300,unrelated
401,'There is no limit to their depravity' Islamic State FEED mother her own SON,1743,agree
402,Update: Did Boston.com Make Up This Story About The Web Sheriff Ben Edelman Sending Racist Emails?,1029,unrelated
403,"Gene Munster Predicts $499 Steel Apple Watch, $4,999 for 18k Gold Edition",1239,unrelated
404,An Audio Recording of the Michael Brown Shooting Has Reportedly Surfaced,1832,unrelated
405,WATCH: Bird Launches Airstrike on Putin’s Shoulder (UPDATED),1438,disagree
406,Lawmaker Says ‘At Least 10′ Islamic State Fighters Have Been Captured at the Southern U.S. Border,1185,discuss
407,NASA Confirms Earth Will Experience 6 Days of Total Darkness in December 2014!,506,disagree
408,Senior Western Intelligence Official Confirms London Rapper Abdel Majed Abdel Bary Is A Suspect In The Foley Killing,951,discuss
409,Second person rushed to hospital with Ebola symptoms after contact with 'patient zero' Thomas Duncan,81,unrelated
410,Man chops off his own penis after girlfriend told him he was no good in bed,1560,discuss
411,Was Heart-Tugging Viral Video Of Generous Homeless Man All A Hoax?,2287,unrelated
412,Ottawa investigates reports that Isis has captured Canadian-Israeli woman,2147,unrelated
413,NASA Raises Doubts About Reports of Nicaraguan Meteorite,851,unrelated
414,Continuing Violence Puts Boko Haram Ceasefire In Jeopardy,1697,unrelated
415,Batmobile Stolen From 'Batman V Superman: Dawn Of Justice' Set? Report Claims That One Of The Batmobile Models Is Missing! Detroit Locals Responsible?,2431,unrelated
416,No One In North Korea Is Allowed To Share Kim Jong Un's Name,1603,discuss
417,Nigeria says it has deal with Boko Haram to release kidnapped girls,40,unrelated
418,Ebola Outbreak 2015 Update: ISIS Fighters May Have Contracted Deadly Virus,1689,discuss
419,North Korea denies reports Kim Jong-un is to open state-backed restaurant in Scotland,2192,discuss
420,Eyewitness Says Viral Video of Homeless Man Was Staged,1922,discuss
421,Mexico checks if 43 missing students in mass grave,777,discuss
422,Robot security guards now patrolling Microsoft's Silicon Valley campus,1074,unrelated
423,Pope Francis turns out not to have made pets in heaven comment,1371,disagree
424,Mexico finds 4 more graves at site of suspected student massacre,983,discuss
425,Ottawa shooting: Sergeant-at-arms Kevin Vickers hailed a hero for shooting rampaging gunman,1175,unrelated
426,Spider burrowed through tourist's stomach and up into his chest,1237,unrelated
427,Alleged audio of Michael Brown shooting has surfaced,2299,unrelated
428,Iraqi media says ISIS militants have contracted Ebola,734,unrelated
429,Kim Jong-Un's sister reportedly running N. Korea,1595,unrelated
430,Alleged audio of Michael Brown shooting released,1223,unrelated
431,Predator Drone Reportedly Spotted Over ISIS Hotbed in Syria; Airstrikes Hit ISIS Targets,2367,unrelated
432,Audio recording allegedly captures moment Michael Brown was shot,2149,discuss
433,Jihadi John ‘identified as British man from West London’,77,unrelated
434,"Rumor: Gold Apple Watch Edition priced up to $5,000, steel version at $500, will debut on Feb. 14",1296,unrelated
435,Terrorism fears rise amid reports of stolen jetliners,1575,unrelated
436,"No, A Spider Did Not Burrow Under A Man's Skin And Live There For Days",43,unrelated
437,"Kim Yo Jong, Kim Jong-Un’s Sister, Takes Control of North Korea While Brother Gets Treatment?",2084,unrelated
438,Report: NYPD to stop arresting people for minor marijuana offenses,221,unrelated
439,"Nigeria claims deal with Boko Haram on ceasefire, kidnapped girls",800,unrelated
440,Iraqi media: ISIS militants have contracted Ebola,23,unrelated
441,An Audio Recording of the Michael Brown Shooting Has Reportedly Surfaced,2403,unrelated
442,Ottawa gunman identified as 32-year-old Michael Zehaf-Bibeau,564,discuss
443,What Glenn Beck Fears May Be Done With the 11 Missing Jets,1515,agree
444,ISIS Claims to Have Intercepted Supplies From U.S. Airdrop,2483,unrelated
445,Cameron vows to hunt down IS 'monsters' after Haines murder,331,unrelated
446,Future Apple Watches could include platinum models - report,860,unrelated
447,WHO ‘probing’ whether ISIS fighters got Ebola,1438,unrelated
448,"Meet Magneto Boy, the kid who attracts metal with his body",311,unrelated
449,"Report: The Apple Watch Will Only Last 2.5 Hours With ""Heavy"" Use",788,unrelated
450,Willie Nelson Dead? Viral Hoax Fools Internet,185,unrelated
451,Indian 'Rapist' Castrated By Angry Mob Who Hack Off Gentials With Meat Cleaver (GRAPHIC PICTURES),499,unrelated
452,Government fires employee who skipped work for 24 years,1273,unrelated
453,ISLAMIC STATE BEHEADS MISSING AMERICAN JOURNALIST JAMES WRIGHT FOLEY,1574,unrelated
454,UPDATE: BATMAN v SUPERMAN Batmobile Reportedly Stolen By (Shocker!) Detroit Locals,137,unrelated
455,U.S. Hostage Luke Somers Killed During Yemen Rescue Bid: Family,938,unrelated
456,"Batmobile Stolen From ""Batman v Superman: Dawn of Justice"" Set, Zack Snyder Knows Who Did It",529,unrelated
457,Seth Rogen to play Woz in Jobs biopic,1184,unrelated
458,"Pope Francis did not tell boy heaven has room for pets, contrary to report",1681,unrelated
459,"SEE IT: ISIS militants caught trying to cross border into Texas, Congressman claims",972,unrelated
460,"How did Fake Chinese News Site Dupe Washington Post, Atlantic, BBC?",2260,agree
461,Alleged audio of Michael Brown shooting has surfaced,267,unrelated
462,Moment Michael Brown was shot dead 'caught on audio recording': FBI handed potentially damning tape of ELEVEN shots being fired - including final volley of 'kill shots',2220,discuss
463,Report: Nigerian Woman Quarantined in KC with Ebola-Like Symptoms (Video),1404,discuss
464,"Boko Haram Could Release Kidnapped Girls, Nigerian Officials Say",1540,discuss
465,#Hairgate trends on social media: iPhone 6 users complain of ripped out hair,867,unrelated
466,Jihadi John: Mohammed Emwazi named as masked man behind ISIS beheadings,1939,discuss
467,CNN Airs Alleged Audio from Michael Brown Shooting,1605,discuss
468,Saudi cleric issues fatwa on snowmen,1266,discuss
469,"Fidel Castro Is Dead, According to Viral Twitter Rumors",1003,discuss
470,Comcast Says You Can Keep Your Tor,2177,agree
471,"No, a spider (probably) didn't crawl through a man's body for several days",43,unrelated
472,Kim Yo-jong in Charge: Kim Jong-un's Sister 'Replaces' North Korean Dictator During Illness,84,unrelated
473,A Husband Breaks Down In Tears After Lost Voicemail Message By His Late Wife Is Recovered,1294,unrelated
474,"No, there aren’t any Ebola cases in Iraq",93,unrelated
475,US Lawmaker: Ten ISIS Fighters Have Been Apprehended Coming Across Southern Border (Video),130,unrelated
476,Wife Of ISIS Leader Abu Bakr al-Baghdadi Detained In Lebanon,2042,unrelated
477,'Jihadi John': Isis fighter named as Mohammed Emwazi from west London,2184,unrelated
478,Steve Jobs Biopic Eyes Seth Rogen to Play Apple Co-Founder Steve Wozniak,1642,unrelated
479,"'American bombing had signed my death certificate': Missing US journalist James Wright Foley goes unflinching to his death as ISIS behead him in horrific video, as a warning to Obama",2067,agree
480,Report: Audio Reveals Pause Between Gunshots When Michael Brown Was Shot,1776,discuss
481,Soldier shot near Canadian parliament building,26,unrelated
482,$YUM Serving Up #Marijuana & Fried Chicken,2034,unrelated
483,US Marine survives headshot in Afghanistan,709,unrelated
484,"280 Pound Catfish: Fisherman Makes Huge Catch In Italy, Catfish Could Set Record",612,unrelated
485,Macaulay Culkin: Death claims about former child star revealed to be yet another hoax,722,unrelated
486,Video messaging service verifies timing of CNN audio recording,472,unrelated
487,"‘Teletubbies’ Sun Baby: Fans Freak Out Over Jess Smith, 19",1562,unrelated
488,Libya: Missing Libya Planes Spark Security Concerns,1660,unrelated
489,"ISIS Claims It Kidnapped Gill Rosenberg, The First Western Woman To Fall Into The Group's Hands",2187,unrelated
490,New Audio Recording From Ferguson May Capture Michael Brown Shooting,816,discuss
491,IS militant 'Jihadi John' named as Mohammed Emwazi from London,1933,unrelated
492,CNN Airs Alleged Audio from Michael Brown Shooting,2313,unrelated
493,Islamic State releases video apparently showing the beheading of missing US journalist James Foley,938,unrelated
494,"Canterbury Christ Church University student Jess Smith, from Chatham, starred as Teletubbies' sun",1094,unrelated
495,Kim Jong-Un 'in hospital with two fractured ankles' after ballooning to around 20 stone and going on numerous 'meet the people' walkabout PR stunts,1689,unrelated
496,Missing Libyan aircraft spark fears of 9/11-style attack in North Africa,2317,unrelated
497,"Reports Isis fighters have contracted Ebola are 'incorrect', says Iraqi health ministry",1013,unrelated
498,Amazon Reportedly Planning An Ad-Supported Video Service That Will Be Cheaper Than Netflix,1631,unrelated
499,"'American bombing had signed my death certificate': Missing US journalist James Wright Foley goes unflinching to his death as ISIS behead him in horrific video, as a warning to Obama",2147,discuss
500,Militant Group Says It Killed American Journalist in Syria,874,unrelated
501,Christian Bale in Talks to Play Steve Jobs (Exclusive),170,unrelated
502,WATCH: Bird Launches Airstrike on Putin’s Shoulder (UPDATED),137,unrelated
